STATE,CZ_TYPE,EVENT_TYPE,BEGIN_DATE_TIME,CZ_TIMEZONE,END_DATE_TIME,INJURIES_DIRECT,INJURIES_INDIRECT,DEATHS_DIRECT,DEATHS_INDIRECT,DAMAGE_PROPERTY,DAMAGE_CROPS,BEGIN_RANGE,BEGIN_AZIMUTH,END_RANGE,END_AZIMUTH,MAGNITUDE_TYPE,MAGNITUDE,BEGIN_LAT,BEGIN_LON,END_LAT,END_LON,YEAR,BEGIN_MONTH,BEGIN_DAY,BEGIN_TIME,END_MONTH,END_DAY,END_TIME,DURATION_DAYS,DURATION_HOURS,DURATION_MINUTES,TOTAL_DURATION_HR,DISTANCE_COVERED(KM),BEGIN_HOUR,BEGIN_MINUTE,END_HOUR,END_MINUTE
MINNESOTA,C,Thunderstorm Wind,2011-04-10 15:32:00,CST-6,10-APR-11 15:38:00,0,0,0,0,125000.0,0.0,3.0,ESE,5.0,NNE,EG,61.0,43.6705,-91.5463,43.7009,-91.4517,2011,4,10,15:32:00,4,10,15:38:00,0,0,6,0.1,10.180070864519113,15,32,15,38
MINNESOTA,C,Hail,2011-04-10 15:42:00,CST-6,10-APR-11 15:42:00,0,0,0,0,250000.0,0.0,3.0,ESE,3.0,ESE,HA,2.75,43.7581,-91.4021,43.7581,-91.4021,2011,4,10,15:42:00,4,10,15:42:00,0,0,0,0.0,0.0,15,42,15,42
MINNESOTA,C,Hail,2011-04-10 15:43:00,CST-6,10-APR-11 15:43:00,0,0,0,0,330000.0,0.0,1.0,SW,1.0,SW,HA,3.0,43.7593,-91.3465,43.7593,-91.3465,2011,4,10,15:43:00,4,10,15:43:00,0,0,0,0.0,0.0,15,43,15,43
WISCONSIN,C,Hail,2011-04-10 15:53:00,CST-6,10-APR-11 15:53:00,0,0,0,0,20000000.0,0.0,1.0,NNE,1.0,NNE,HA,2.0,43.767,-91.2076,43.767,-91.2076,2011,4,10,15:53:00,4,10,15:53:00,0,0,0,0.0,0.0,15,53,15,53
WISCONSIN,C,Hail,2011-04-10 15:53:00,CST-6,10-APR-11 15:53:00,0,0,0,0,5000000.0,0.0,1.0,E,1.0,E,HA,2.5,43.7481,-91.197,43.7481,-91.197,2011,4,10,15:53:00,4,10,15:53:00,0,0,0,0.0,0.0,15,53,15,53
WISCONSIN,C,Thunderstorm Wind,2011-04-10 15:55:00,CST-6,10-APR-11 16:06:00,0,0,0,0,100000.0,0.0,4.0,SSW,2.0,NE,EG,78.0,44.593,-91.2023,44.7024,-91.087,2011,4,10,15:55:00,4,10,16:06:00,0,0,11,0.2,25.99120836378407,15,55,16,6
WISCONSIN,C,Hail,2011-04-10 16:40:00,CST-6,10-APR-11 16:40:00,0,0,0,0,6500000.0,0.0,1.0,N,1.0,N,HA,2.5,43.99,-90.5,43.99,-90.5,2011,4,10,16:40:00,4,10,16:40:00,0,0,0,0.0,0.0,16,40,16,40
WISCONSIN,C,Thunderstorm Wind,2011-04-10 19:30:00,CST-6,10-APR-11 19:30:00,0,0,0,0,5000000.0,0.0,1.0,E,1.0,E,EG,87.0,44.18,-88.44,44.2,-88.44,2011,4,10,19:30:00,4,10,19:30:00,0,0,0,0.0,4.449193329185083,19,30,19,30
TEXAS,C,Thunderstorm Wind,2011-04-10 22:57:00,CST-6,10-APR-11 22:57:00,0,0,0,0,200000.0,0.0,3.0,WSW,3.0,WSW,EG,61.0,33.0364,-97.2819,33.0364,-97.2819,2011,4,10,22:57:00,4,10,22:57:00,0,0,0,0.0,0.0,22,57,22,57
TEXAS,C,Thunderstorm Wind,2011-04-10 23:00:00,CST-6,10-APR-11 23:58:00,0,0,0,0,300000.0,250000.0,0.0,SSE,6.0,E,EG,65.0,31.6636,-98.4162,31.7656,-97.8511,2011,4,10,23:00:00,4,10,23:58:00,0,0,58,1.0,58.08553538126097,23,0,23,58
TEXAS,C,Hail,2011-04-10 23:25:00,CST-6,10-APR-11 23:25:00,0,0,0,0,150000.0,0.0,2.0,SSE,2.0,SSE,HA,1.5,33.19,-96.92,33.19,-96.92,2011,4,10,23:25:00,4,10,23:25:00,0,0,0,0.0,0.0,23,25,23,25
TEXAS,C,Hail,2011-04-10 23:34:00,CST-6,10-APR-11 23:37:00,0,0,0,0,200000.0,0.0,0.0,N,0.0,N,HA,2.75,33.23,-96.82,33.23,-96.82,2011,4,10,23:34:00,4,10,23:37:00,0,0,3,0.0,0.0,23,34,23,37
TEXAS,C,Hail,2011-04-10 23:35:00,CST-6,10-APR-11 23:35:00,0,0,0,0,250000.0,0.0,0.0,N,0.0,N,HA,1.75,31.7,-98.12,31.7,-98.12,2011,4,10,23:35:00,4,10,23:35:00,0,0,0,0.0,0.0,23,35,23,35
TEXAS,C,Thunderstorm Wind,2011-04-10 23:35:00,CST-6,10-APR-11 23:35:00,0,0,0,0,200000.0,0.0,0.0,ESE,0.0,ESE,MG,56.0,31.67,-98.15,31.67,-98.15,2011,4,10,23:35:00,4,10,23:35:00,0,0,0,0.0,0.0,23,35,23,35
TEXAS,C,Thunderstorm Wind,2011-04-11 00:12:00,CST-6,11-APR-11 00:12:00,0,0,0,0,250000.0,0.0,0.0,N,0.0,N,EG,70.0,32.23,-97.38,32.23,-97.38,2011,4,11,00:12:00,4,11,00:12:00,0,0,0,0.0,0.0,0,12,0,12
TEXAS,C,Thunderstorm Wind,2011-04-11 00:23:00,CST-6,11-APR-11 00:23:00,0,0,0,0,300000.0,0.0,1.0,NNE,1.0,NNE,EG,70.0,32.416,-97.2145,32.416,-97.2145,2011,4,11,00:23:00,4,11,00:23:00,0,0,0,0.0,0.0,0,23,0,23
TEXAS,C,Thunderstorm Wind,2011-04-11 00:30:00,CST-6,11-APR-11 00:30:00,0,0,0,0,150000.0,0.0,0.0,N,0.0,N,EG,70.0,32.27,-97.18,32.27,-97.18,2011,4,11,00:30:00,4,11,00:30:00,0,0,0,0.0,0.0,0,30,0,30
TEXAS,C,Thunderstorm Wind,2011-04-11 00:30:00,CST-6,11-APR-11 00:30:00,0,0,0,0,90000.0,0.0,0.0,N,0.0,N,EG,70.0,32.43,-97.12,32.43,-97.12,2011,4,11,00:30:00,4,11,00:30:00,0,0,0,0.0,0.0,0,30,0,30
TEXAS,C,Thunderstorm Wind,2011-04-11 00:43:00,CST-6,11-APR-11 00:43:00,0,0,0,0,600000.0,0.0,0.0,N,0.0,N,EG,70.0,32.4,-96.85,32.4,-96.85,2011,4,11,00:43:00,4,11,00:43:00,0,0,0,0.0,0.0,0,43,0,43
TEXAS,C,Thunderstorm Wind,2011-04-11 01:15:00,CST-6,11-APR-11 01:35:00,0,0,0,0,75000.0,0.0,2.0,SW,1.0,SE,EG,61.0,32.7285,-96.4943,32.8139,-96.1208,2011,4,11,01:15:00,4,11,01:35:00,0,0,20,0.3,39.764015714556336,1,15,1,35
TEXAS,C,Thunderstorm Wind,2011-04-11 01:20:00,CST-6,11-APR-11 01:20:00,0,0,0,0,150000.0,0.0,0.0,N,0.0,N,EG,61.0,32.73,-96.28,32.73,-96.28,2011,4,11,01:20:00,4,11,01:20:00,0,0,0,0.0,0.0,1,20,1,20
TEXAS,C,Thunderstorm Wind,2011-04-11 01:30:00,CST-6,11-APR-11 01:30:00,0,0,0,0,100000.0,0.0,1.0,S,3.0,E,EG,78.0,32.89,-96.13,33.0041,-95.8743,2011,4,11,01:30:00,4,11,01:30:00,0,0,0,0.0,34.841477728264195,1,30,1,30
ARKANSAS,C,Thunderstorm Wind,2011-04-14 22:10:00,CST-6,14-APR-11 22:10:00,0,0,0,0,75000.0,0.0,0.0,W,0.0,W,EG,52.0,34.58,-94.23,34.58,-94.23,2011,4,14,22:10:00,4,14,22:10:00,0,0,0,0.0,0.0,22,10,22,10
ARKANSAS,C,Thunderstorm Wind,2011-04-14 23:16:00,CST-6,14-APR-11 23:16:00,0,0,0,0,100000.0,0.0,6.0,NE,6.0,NE,EG,70.0,35.1614,-93.3749,35.1614,-93.3749,2011,4,14,23:16:00,4,14,23:16:00,0,0,0,0.0,0.0,23,16,23,16
ARKANSAS,C,Thunderstorm Wind,2011-04-15 01:00:00,CST-6,15-APR-11 01:00:00,0,0,0,0,75000.0,0.0,0.0,W,0.0,W,EG,52.0,35.97,-92.28,35.97,-92.28,2011,4,15,01:00:00,4,15,01:00:00,0,0,0,0.0,0.0,1,0,1,0
ARKANSAS,C,Thunderstorm Wind,2011-04-15 01:07:00,CST-6,15-APR-11 01:14:00,0,0,0,0,1250000.0,0.0,1.0,SSW,2.0,N,EG,61.0,34.7847,-92.2743,34.7935,-92.2344,2011,4,15,01:07:00,4,15,01:14:00,0,0,7,0.1,4.137262293845094,1,7,1,14
ARKANSAS,C,Thunderstorm Wind,2011-04-15 01:23:00,CST-6,15-APR-11 01:26:00,0,0,0,0,200000.0,0.0,0.0,N,0.0,N,EG,61.0,34.78,-91.92,34.78,-91.92,2011,4,15,01:23:00,4,15,01:26:00,0,0,3,0.0,0.0,1,23,1,26
MISSISSIPPI,C,Thunderstorm Wind,2011-04-15 05:10:00,CST-6,15-APR-11 05:13:00,0,0,0,0,90000.0,0.0,2.0,NW,1.0,SW,EG,65.0,33.7192,-90.3382,33.7436,-90.3057,2011,4,15,05:10:00,4,15,05:13:00,0,0,3,0.0,6.204976430116918,5,10,5,13
MISSISSIPPI,C,Thunderstorm Wind,2011-04-15 08:48:00,CST-6,15-APR-11 09:05:00,0,0,0,0,120000.0,0.0,0.0,ESE,4.0,S,EG,56.0,32.35,-90.88,32.2921,-90.88,2011,4,15,08:48:00,4,15,09:05:00,0,0,17,0.3,12.88041468798904,8,48,9,5
MISSISSIPPI,C,Thunderstorm Wind,2011-04-15 11:52:00,CST-6,15-APR-11 11:59:00,0,0,0,0,100000.0,0.0,1.0,SW,2.0,W,EG,60.0,31.9232,-90.4074,32.0005,-90.3038,2011,4,15,11:52:00,4,15,11:59:00,0,0,7,0.1,19.780960120534765,11,52,11,59
MISSISSIPPI,C,Thunderstorm Wind,2011-04-15 13:15:00,CST-6,15-APR-11 13:17:00,0,0,0,0,300000.0,0.0,1.0,W,3.0,NE,EG,74.0,31.9467,-89.9018,31.9778,-89.8493,2011,4,15,13:15:00,4,15,13:17:00,0,0,2,0.0,8.509429052878918,13,15,13,17
MISSISSIPPI,C,Hail,2011-04-15 13:56:00,CST-6,15-APR-11 14:15:00,0,0,0,0,100000.0,0.0,1.0,NNW,2.0,NE,HA,2.75,32.3452,-88.8794,32.4342,-88.6288,2011,4,15,13:56:00,4,15,14:15:00,0,0,19,0.3,30.75740298619268,13,56,14,15
MISSISSIPPI,C,Thunderstorm Wind,2011-04-15 14:10:00,CST-6,15-APR-11 14:10:00,0,0,0,0,65000.0,0.0,2.0,ENE,2.0,ENE,EG,57.0,32.41,-88.75,32.41,-88.75,2011,4,15,14:10:00,4,15,14:10:00,0,0,0,0.0,0.0,14,10,14,10
MISSISSIPPI,C,Hail,2011-04-15 14:32:00,CST-6,15-APR-11 14:46:00,0,0,0,0,75000.0,0.0,1.0,WNW,1.0,ESE,HA,2.75,32.0881,-88.8993,32.1681,-88.6102,2011,4,15,14:32:00,4,15,14:46:00,0,0,14,0.2,32.53173940113329,14,32,14,46
MISSISSIPPI,C,Thunderstorm Wind,2011-04-15 15:18:00,CST-6,15-APR-11 15:18:00,0,0,0,0,60000.0,0.0,1.0,NE,1.0,NE,EG,60.0,31.96,-89.87,31.96,-89.87,2011,4,15,15:18:00,4,15,15:18:00,0,0,0,0.0,0.0,15,18,15,18
GEORGIA,C,Thunderstorm Wind,2011-04-15 15:33:00,EST-5,15-APR-11 15:38:00,0,0,0,0,1000000.0,0.0,1.0,S,0.0,S,EG,70.0,34.2355,-85.18,34.18,-85.18,2011,4,15,15:33:00,4,15,15:38:00,0,0,5,0.1,12.346511488485813,15,33,15,38
ALABAMA,C,Hail,2011-04-15 15:38:00,CST-6,15-APR-11 15:38:00,0,0,0,0,300000.0,0.0,3.0,SSW,3.0,SSW,HA,2.75,32.19,-88.22,32.19,-88.22,2011,4,15,15:38:00,4,15,15:38:00,0,0,0,0.0,0.0,15,38,15,38
ALABAMA,C,Hail,2011-04-15 15:55:00,CST-6,15-APR-11 15:55:00,0,0,0,0,1000000.0,0.0,2.0,S,2.0,S,HA,2.75,32.2372,-88.0177,32.2372,-88.0177,2011,4,15,15:55:00,4,15,15:55:00,0,0,0,0.0,0.0,15,55,15,55
MISSOURI,C,Hail,2011-04-15 15:55:00,CST-6,15-APR-11 16:08:00,0,0,0,0,100000.0,0.0,0.0,WNW,0.0,WNW,HA,2.5,37.3,-89.53,37.3,-89.53,2011,4,15,15:55:00,4,15,16:08:00,0,0,13,0.2,0.0,15,55,16,8
GEORGIA,C,Thunderstorm Wind,2011-04-15 16:02:00,EST-5,15-APR-11 16:21:00,0,0,0,0,250000.0,0.0,1.0,S,4.0,ENE,EG,52.0,34.4355,-84.8,34.5222,-84.6351,2011,4,15,16:02:00,4,15,16:21:00,0,0,19,0.3,24.507270833367468,16,2,16,21
GEORGIA,C,Thunderstorm Wind,2011-04-15 18:07:00,EST-5,15-APR-11 18:35:00,0,0,0,0,200000.0,0.0,2.0,WNW,0.0,WNW,EG,52.0,33.6411,-84.9021,33.78,-84.65,2011,4,15,18:07:00,4,15,18:35:00,0,0,28,0.5,38.71551301034183,18,7,18,35
GEORGIA,C,Hail,2011-04-15 18:40:00,EST-5,15-APR-11 19:03:00,0,0,0,0,1050000.0,0.0,0.0,N,6.0,ENE,HA,2.75,32.72,-85.02,32.8332,-84.7245,2011,4,15,18:40:00,4,15,19:03:00,0,0,23,0.4,37.38808183631402,18,40,19,3
GEORGIA,C,Thunderstorm Wind,2011-04-15 18:58:00,EST-5,15-APR-11 19:08:00,0,0,0,0,250000.0,0.0,5.0,SSW,2.0,NE,EG,52.0,33.8531,-84.4134,33.9405,-84.3553,2011,4,15,18:58:00,4,15,19:08:00,0,0,10,0.2,20.16935896529897,18,58,19,8
GEORGIA,C,Hail,2011-04-15 19:02:00,EST-5,15-APR-11 19:15:00,0,0,0,0,4270000.0,0.0,5.0,SW,2.0,NE,HA,1.75,33.8688,-84.4417,33.9435,-84.3516,2011,4,15,19:02:00,4,15,19:15:00,0,0,13,0.2,18.58311279945169,19,2,19,15
GEORGIA,C,Hail,2011-04-15 19:03:00,EST-5,15-APR-11 19:15:00,0,0,0,0,98000.0,0.0,4.0,WSW,4.0,ESE,HA,1.75,32.8279,-84.6837,32.8306,-84.5643,2011,4,15,19:03:00,4,15,19:15:00,0,0,12,0.2,11.175909687035682,19,3,19,15
GEORGIA,C,Hail,2011-04-15 19:19:00,EST-5,15-APR-11 19:50:00,0,0,0,0,3150000.0,0.0,2.0,NW,0.0,NW,HA,1.75,33.9505,-84.2447,34.12,-84.0,2011,4,15,19:19:00,4,15,19:50:00,0,0,31,0.5,43.938083741556724,19,19,19,50
GEORGIA,C,Thunderstorm Wind,2011-04-16 01:13:00,EST-5,16-APR-11 01:30:00,0,0,0,0,150000.0,0.0,0.0,N,2.0,N,EG,51.0,33.63,-84.87,33.7801,-84.7039,2011,4,16,01:13:00,4,16,01:30:00,0,0,17,0.3,36.758664397543136,1,13,1,30
GEORGIA,C,Thunderstorm Wind,2011-04-16 01:29:00,EST-5,16-APR-11 01:49:00,0,0,0,0,400000.0,0.0,0.0,N,0.0,N,EG,56.0,33.8,-84.63,33.97,-84.42,2011,4,16,01:29:00,4,16,01:49:00,0,0,20,0.3,42.49971678521301,1,29,1,49
SOUTH CAROLINA,C,Hail,2011-04-16 14:28:00,EST-5,16-APR-11 14:32:00,0,0,0,0,80000.0,20000.0,4.0,SSW,4.0,SSW,HA,4.25,33.77,-80.13,33.77,-80.13,2011,4,16,14:28:00,4,16,14:32:00,0,0,4,0.1,0.0,14,28,14,32
SOUTH CAROLINA,C,Hail,2011-04-16 14:38:00,EST-5,16-APR-11 14:42:00,0,0,0,0,60000.0,14000.0,1.0,N,1.0,N,HA,4.25,33.89,-80.02,33.89,-80.02,2011,4,16,14:38:00,4,16,14:42:00,0,0,4,0.1,0.0,14,38,14,42
NORTH CAROLINA,C,Thunderstorm Wind,2011-04-16 16:18:00,EST-5,16-APR-11 16:20:00,0,0,0,0,60000.0,0.0,2.0,NE,3.0,NE,EG,70.0,34.6485,-78.5981,34.6582,-78.5811,2011,4,16,16:18:00,4,16,16:20:00,0,0,2,0.0,2.6600477043181567,16,18,16,20
OHIO,C,Thunderstorm Wind,2011-04-19 00:20:00,EST-5,19-APR-11 00:30:00,0,0,0,0,150000.0,0.0,1.0,N,2.0,E,EG,61.0,41.0406,-83.6818,41.028,-83.6121,2011,4,19,00:20:00,4,19,00:30:00,0,0,10,0.2,6.485054501453432,0,20,0,30
ILLINOIS,C,Hail,2011-04-19 04:15:00,CST-6,19-APR-11 04:20:00,0,0,0,0,60000.0,0.0,0.0,N,0.0,N,HA,1.0,39.75,-90.53,39.75,-90.53,2011,4,19,04:15:00,4,19,04:20:00,0,0,5,0.1,0.0,4,15,4,20
TEXAS,C,Hail,2011-04-19 16:33:00,CST-6,19-APR-11 16:33:00,0,0,0,0,60000.0,0.0,0.0,N,0.0,N,HA,2.0,32.85,-97.13,32.85,-97.13,2011,4,19,16:33:00,4,19,16:33:00,0,0,0,0.0,0.0,16,33,16,33
ILLINOIS,C,Thunderstorm Wind,2011-04-19 17:00:00,CST-6,19-APR-11 17:05:00,0,0,0,0,250000.0,0.0,2.0,SSE,2.0,SSE,EG,61.0,39.6477,-89.8362,39.6477,-89.8362,2011,4,19,17:00:00,4,19,17:05:00,0,0,5,0.1,0.0,17,0,17,5
ILLINOIS,C,Thunderstorm Wind,2011-04-19 17:02:00,CST-6,19-APR-11 17:07:00,0,0,0,0,100000.0,0.0,1.0,N,1.0,N,EG,61.0,39.5945,-89.75,39.5945,-89.75,2011,4,19,17:02:00,4,19,17:07:00,0,0,5,0.1,0.0,17,2,17,7
ILLINOIS,C,Thunderstorm Wind,2011-04-19 17:30:00,CST-6,19-APR-11 17:35:00,0,0,0,0,75000.0,0.0,0.0,SE,0.0,SE,EG,61.0,39.55,-89.3,39.55,-89.3,2011,4,19,17:30:00,4,19,17:35:00,0,0,5,0.1,0.0,17,30,17,35
ILLINOIS,C,Thunderstorm Wind,2011-04-19 17:55:00,CST-6,19-APR-11 18:00:00,0,0,0,0,125000.0,0.0,0.0,N,0.0,N,EG,61.0,39.87,-88.8,39.87,-88.8,2011,4,19,17:55:00,4,19,18:00:00,0,0,5,0.1,0.0,17,55,18,0
TEXAS,C,Hail,2011-04-19 17:56:00,CST-6,19-APR-11 17:56:00,0,0,0,0,75000.0,0.0,2.0,N,2.0,N,HA,2.75,33.679,-95.53,33.679,-95.53,2011,4,19,17:56:00,4,19,17:56:00,0,0,0,0.0,0.0,17,56,17,56
ILLINOIS,C,Thunderstorm Wind,2011-04-19 18:05:00,CST-6,19-APR-11 18:10:00,0,0,0,0,80000.0,0.0,0.0,N,0.0,N,EG,61.0,39.88,-88.73,39.88,-88.73,2011,4,19,18:05:00,4,19,18:10:00,0,0,5,0.1,0.0,18,5,18,10
TEXAS,C,Hail,2011-04-19 18:06:00,CST-6,19-APR-11 18:20:00,0,0,0,0,80000.0,0.0,0.0,N,0.0,N,HA,2.75,32.35,-97.4,32.35,-97.4,2011,4,19,18:06:00,4,19,18:20:00,0,0,14,0.2,0.0,18,6,18,20
MISSOURI,C,Thunderstorm Wind,2011-04-19 18:25:00,CST-6,19-APR-11 18:25:00,0,0,0,0,150000.0,0.0,0.0,N,0.0,N,MG,57.0,37.12,-90.72,37.17,-90.72,2011,4,19,18:25:00,4,19,18:25:00,0,0,0,0.0,11.122983322960586,18,25,18,25
ILLINOIS,C,Thunderstorm Wind,2011-04-19 18:25:00,CST-6,19-APR-11 18:30:00,0,0,0,0,60000.0,0.0,3.0,W,0.0,W,EG,61.0,39.68,-88.3639,39.68,-88.3,2011,4,19,18:25:00,4,19,18:30:00,0,0,5,0.1,5.470158114240367,18,25,18,30
MISSOURI,C,Thunderstorm Wind,2011-04-19 18:36:00,CST-6,19-APR-11 18:36:00,0,0,0,0,75000.0,0.0,0.0,N,3.0,NW,EG,61.0,37.17,-90.52,37.1729,-90.4621,2011,4,19,18:36:00,4,19,18:36:00,0,0,0,0.0,5.1721494513835164,18,36,18,36
ILLINOIS,C,Thunderstorm Wind,2011-04-19 18:45:00,CST-6,19-APR-11 18:50:00,0,0,0,0,125000.0,0.0,0.0,N,0.0,N,EG,61.0,39.8,-87.98,39.8,-87.98,2011,4,19,18:45:00,4,19,18:50:00,0,0,5,0.1,0.0,18,45,18,50
MISSOURI,C,Thunderstorm Wind,2011-04-19 18:55:00,CST-6,19-APR-11 19:05:00,0,0,0,0,150000.0,0.0,2.0,SSE,0.0,SSE,EG,65.0,37.2283,-90.1931,37.5,-90.02,2011,4,19,18:55:00,4,19,19:05:00,0,0,10,0.2,62.349419576451474,18,55,19,5
ILLINOIS,C,Thunderstorm Wind,2011-04-19 19:05:00,CST-6,19-APR-11 19:11:00,0,0,0,0,100000.0,0.0,3.0,NE,4.0,ESE,EG,70.0,40.3307,-87.6597,40.3579,-87.5998,2011,4,19,19:05:00,4,19,19:11:00,0,0,6,0.1,7.899382178744923,19,5,19,11
MISSOURI,C,Thunderstorm Wind,2011-04-19 19:05:00,CST-6,19-APR-11 19:08:00,2,0,0,0,1000000.0,0.0,2.0,S,0.0,N,EG,70.0,37.7563,-89.9186,37.72,-89.87,2011,4,19,19:05:00,4,19,19:08:00,0,0,3,0.0,9.137046277867203,19,5,19,8
MISSOURI,C,Thunderstorm Wind,2011-04-19 19:08:00,CST-6,19-APR-11 19:19:00,0,0,0,0,100000.0,0.0,1.0,E,2.0,E,EG,65.0,37.52,-89.79,37.5007,-89.7023,2011,4,19,19:08:00,4,19,19:19:00,0,0,11,0.2,8.84930242082818,19,8,19,19
MISSOURI,C,Thunderstorm Wind,2011-04-19 19:25:00,CST-6,19-APR-11 19:25:00,0,0,0,0,90000.0,0.0,1.0,WNW,1.0,WNW,EG,78.0,37.31,-89.55,37.31,-89.55,2011,4,19,19:25:00,4,19,19:25:00,0,0,0,0.0,0.0,19,25,19,25
ILLINOIS,C,Thunderstorm Wind,2011-04-19 19:34:00,CST-6,19-APR-11 19:40:00,2,0,0,0,1000000.0,0.0,1.0,WSW,3.0,E,MG,76.0,37.9962,-89.3861,38.02,-89.1749,2011,4,19,19:34:00,4,19,19:40:00,0,0,6,0.1,19.25203883122713,19,34,19,40
ILLINOIS,C,Thunderstorm Wind,2011-04-19 19:36:00,CST-6,19-APR-11 19:36:00,0,0,0,0,1200000.0,0.0,0.0,N,0.0,N,EG,70.0,37.72,-89.22,37.72,-89.22,2011,4,19,19:36:00,4,19,19:36:00,0,0,0,0.0,0.0,19,36,19,36
ILLINOIS,C,Thunderstorm Wind,2011-04-19 19:41:00,CST-6,19-APR-11 19:41:00,0,0,0,0,100000.0,0.0,0.0,N,0.0,N,EG,61.0,37.78,-89.03,37.75,-89.07,2011,4,19,19:41:00,4,19,19:41:00,0,0,0,0.0,7.543891096616008,19,41,19,41
ILLINOIS,C,Thunderstorm Wind,2011-04-19 19:42:00,CST-6,19-APR-11 19:44:00,0,0,0,0,70000.0,0.0,0.0,N,0.0,N,EG,78.0,37.97,-89.12,38.02,-89.05,2011,4,19,19:42:00,4,19,19:44:00,0,0,2,0.0,12.703169639774773,19,42,19,44
ILLINOIS,C,Thunderstorm Wind,2011-04-19 19:47:00,CST-6,19-APR-11 19:49:00,0,0,0,0,100000.0,0.0,0.0,N,1.0,NNE,EG,65.0,38.1,-89.05,38.0881,-88.9666,2011,4,19,19:47:00,4,19,19:49:00,0,0,2,0.0,7.765792695380495,19,47,19,49
ILLINOIS,C,Thunderstorm Wind,2011-04-19 19:54:00,CST-6,19-APR-11 19:54:00,0,0,0,0,60000.0,0.0,0.0,N,0.0,N,EG,52.0,38.32,-88.9,38.32,-88.9,2011,4,19,19:54:00,4,19,19:54:00,0,0,0,0.0,0.0,19,54,19,54
ILLINOIS,C,Thunderstorm Wind,2011-04-19 19:54:00,CST-6,19-APR-11 19:54:00,0,0,0,0,100000.0,0.0,0.0,N,0.0,N,EG,65.0,38.0,-88.92,37.9,-88.92,2011,4,19,19:54:00,4,19,19:54:00,0,0,0,0.0,22.245966645921172,19,54,19,54
ILLINOIS,C,Thunderstorm Wind,2011-04-19 20:07:00,CST-6,19-APR-11 20:07:00,0,0,0,0,100000.0,0.0,0.0,N,0.0,N,MG,61.0,37.73,-88.55,37.73,-88.55,2011,4,19,20:07:00,4,19,20:07:00,0,0,0,0.0,0.0,20,7,20,7
ILLINOIS,C,Thunderstorm Wind,2011-04-19 20:08:00,CST-6,19-APR-11 20:10:00,0,0,0,0,250000.0,0.0,1.0,ESE,2.0,E,EG,70.0,37.7904,-88.4472,37.8158,-88.4017,2011,4,19,20:08:00,4,19,20:10:00,0,0,2,0.0,6.922287192429553,20,8,20,10
ILLINOIS,C,Thunderstorm Wind,2011-04-19 20:08:00,CST-6,19-APR-11 20:15:00,0,0,0,0,100000.0,0.0,0.0,N,1.0,SW,EG,70.0,37.45,-88.67,37.5702,-88.4399,2011,4,19,20:08:00,4,19,20:15:00,0,0,7,0.1,33.57370582403956,20,8,20,15
ILLINOIS,C,Thunderstorm Wind,2011-04-19 20:10:00,CST-6,19-APR-11 20:15:00,0,0,0,0,100000.0,0.0,1.0,ENE,3.0,WNW,EG,75.0,38.305,-88.6528,38.29,-88.59,2011,4,19,20:10:00,4,19,20:15:00,0,0,5,0.1,6.417754790937983,20,10,20,15
ILLINOIS,C,Thunderstorm Wind,2011-04-19 20:17:00,CST-6,19-APR-11 20:17:00,0,0,0,0,150000.0,0.0,0.0,N,0.0,N,EG,61.0,37.98,-88.32,37.98,-88.32,2011,4,19,20:17:00,4,19,20:17:00,0,0,0,0.0,0.0,20,17,20,17
ILLINOIS,C,Thunderstorm Wind,2011-04-19 20:21:00,CST-6,19-APR-11 20:29:00,0,0,0,0,60000.0,0.0,0.0,N,1.0,E,MG,56.0,38.52,-88.53,38.52,-88.4115,2011,4,19,20:21:00,4,19,20:29:00,0,0,8,0.1,10.312485413733397,20,21,20,29
ILLINOIS,C,Thunderstorm Wind,2011-04-19 20:22:00,CST-6,19-APR-11 20:30:00,0,0,0,0,2000000.0,0.0,3.0,NNW,5.0,ENE,EG,78.0,37.8201,-88.291,37.9089,-88.1284,2011,4,19,20:22:00,4,19,20:30:00,0,0,8,0.1,24.374270294352502,20,22,20,30
ILLINOIS,C,Thunderstorm Wind,2011-04-19 20:24:00,CST-6,19-APR-11 20:24:00,0,0,0,0,90000.0,0.0,0.0,N,0.0,N,EG,70.0,38.38,-88.37,38.28,-88.37,2011,4,19,20:24:00,4,19,20:24:00,0,0,0,0.0,22.24596664591975,20,24,20,24
INDIANA,C,Thunderstorm Wind,2011-04-19 20:25:00,EST-5,19-APR-11 20:25:00,0,0,0,0,75000.0,0.0,0.0,N,0.0,N,EG,65.0,40.5,-87.45,40.5,-87.45,2011,4,19,20:25:00,4,19,20:25:00,0,0,0,0.0,0.0,20,25,20,25
MISSOURI,C,Thunderstorm Wind,2011-04-19 20:29:00,CST-6,19-APR-11 20:29:00,0,0,0,0,100000.0,0.0,0.0,N,0.0,N,EG,56.0,37.18,-89.67,37.18,-89.67,2011,4,19,20:29:00,4,19,20:29:00,0,0,0,0.0,0.0,20,29,20,29
ILLINOIS,C,Thunderstorm Wind,2011-04-19 20:30:00,CST-6,19-APR-11 20:38:00,0,0,0,0,500000.0,0.0,0.0,N,0.0,N,EG,78.0,38.08,-88.17,38.17,-88.07,2011,4,19,20:30:00,4,19,20:38:00,0,0,8,0.1,21.849920286592212,20,30,20,38
