STATE,CZ_TYPE,EVENT_TYPE,BEGIN_DATE_TIME,CZ_TIMEZONE,END_DATE_TIME,INJURIES_DIRECT,INJURIES_INDIRECT,DEATHS_DIRECT,DEATHS_INDIRECT,DAMAGE_PROPERTY,DAMAGE_CROPS,BEGIN_RANGE,BEGIN_AZIMUTH,END_RANGE,END_AZIMUTH,MAGNITUDE_TYPE,MAGNITUDE,BEGIN_LAT,BEGIN_LON,END_LAT,END_LON,YEAR,BEGIN_MONTH,BEGIN_DAY,BEGIN_TIME,END_MONTH,END_DAY,END_TIME,DURATION_DAYS,DURATION_HOURS,DURATION_MINUTES,TOTAL_DURATION_HR,DISTANCE_COVERED(KM),BEGIN_HOUR,BEGIN_MINUTE,END_HOUR,END_MINUTE
MISSOURI,C,Thunderstorm Wind,2000-01-03 08:50:00,CST,03-JAN-00 09:00:00,3,0,0,0,250000.0,0.0,1.0,E,0.0,N,E,83.0,37.25,-89.67,37.3,-89.53,2000,1,3,08:50:00,1,3,09:00:00,0,0,10,0.2,16.651330542203063,8,50,9,0
ILLINOIS,C,Thunderstorm Wind,2000-01-03 09:18:00,CST,03-JAN-00 09:22:00,0,0,0,0,150000.0,0.0,2.0,NE,4.0,NE,E,100.0,37.73,-89.18,37.75,-89.17,2000,1,3,09:18:00,1,3,09:22:00,0,0,4,0.1,4.535308165976496,9,18,9,22
ILLINOIS,C,Thunderstorm Wind,2000-01-03 09:22:00,CST,03-JAN-00 09:24:00,0,0,0,0,100000.0,0.0,1.0,S,4.0,NE,E,75.0,37.78,-89.12,37.78,-89.12,2000,1,3,09:22:00,1,3,09:24:00,0,0,2,0.0,0.0,9,22,9,24
INDIANA,C,Thunderstorm Wind,2000-01-03 12:10:00,CST,03-JAN-00 12:10:00,0,0,0,0,100000.0,0.0,0.0,E,0.0,E,E,65.0,37.98,-87.55,37.98,-87.55,2000,1,3,12:10:00,1,3,12:10:00,0,0,0,0.0,0.0,12,10,12,10
ILLINOIS,C,Thunderstorm Wind,2000-01-03 14:07:00,CST,03-JAN-00 14:07:00,0,0,0,0,100000.0,0.0,0.0,E,1.0,E,E,87.0,37.73,-88.93,37.73,-88.93,2000,1,3,14:07:00,1,3,14:07:00,0,0,0,0.0,0.0,14,7,14,7
KENTUCKY,C,Thunderstorm Wind,2000-01-03 15:40:00,EST,03-JAN-00 15:45:00,0,0,0,0,200000.0,0.0,1.0,E,1.0,E,E,78.0,38.8,-84.42,38.8,-84.42,2000,1,3,15:40:00,1,3,15:45:00,0,0,5,0.1,0.0,15,40,15,45
ALABAMA,C,Thunderstorm Wind,2000-01-09 23:52:00,CST,10-JAN-00 00:24:00,0,0,0,0,150000.0,0.0,5.0,S,5.0,S,E,65.0,33.32,-85.47,33.32,-85.47,2000,1,9,23:52:00,1,10,00:24:00,0,0,32,0.5,0.0,23,52,0,24
WASHINGTON,C,Thunderstorm Wind,2000-01-16 10:37:00,PST,16-JAN-00 10:40:00,0,0,0,0,60000.0,0.0,0.0,N,10.0,N,E,50.0,46.82,-117.88,46.92,-117.07,2000,1,16,10:37:00,1,16,10:40:00,0,0,3,0.0,65.48868752660975,10,37,10,40
LOUISIANA,C,Hail,2000-01-23 22:55:00,CST,23-JAN-00 22:55:00,0,0,0,0,65000000.0,0.0,2.0,NNW,2.0,NNW,HA,1.0,29.98,-90.15,29.98,-90.15,2000,1,23,22:55:00,1,23,22:55:00,0,0,0,0.0,0.0,22,55,22,55
ALABAMA,C,Thunderstorm Wind,2000-02-13 19:14:00,CST,13-FEB-00 19:42:00,0,0,0,0,60000.0,0.0,1.0,E,1.0,E,E,65.0,34.48,-86.85,34.48,-86.85,2000,2,13,19:14:00,2,13,19:42:00,0,0,28,0.5,0.0,19,14,19,42
ALABAMA,C,Thunderstorm Wind,2000-02-13 19:25:00,CST,13-FEB-00 19:37:00,0,0,0,0,150000.0,0.0,1.0,SW,1.0,SW,E,65.0,34.15,-86.87,34.15,-86.87,2000,2,13,19:25:00,2,13,19:37:00,0,0,12,0.2,0.0,19,25,19,37
ALABAMA,C,Thunderstorm Wind,2000-02-13 19:28:00,CST,13-FEB-00 19:34:00,2,0,0,0,250000.0,0.0,2.0,S,1.0,E,E,65.0,34.73,-86.62,34.73,-86.62,2000,2,13,19:28:00,2,13,19:34:00,0,0,6,0.1,0.0,19,28,19,34
ALABAMA,C,Thunderstorm Wind,2000-02-13 19:29:00,CST,13-FEB-00 19:35:00,0,0,0,0,100000.0,0.0,1.0,S,1.0,E,E,75.0,34.68,-86.7,34.73,-86.62,2000,2,13,19:29:00,2,13,19:35:00,0,0,6,0.1,13.312947777137893,19,29,19,35
ALABAMA,C,Thunderstorm Wind,2000-02-13 19:56:00,CST,13-FEB-00 20:10:00,0,0,0,0,250000.0,0.0,5.0,NNE,10.0,NE,E,65.0,33.3,-87.53,33.3,-87.53,2000,2,13,19:56:00,2,13,20:10:00,0,0,14,0.2,0.0,19,56,20,10
ALABAMA,C,Thunderstorm Wind,2000-02-13 20:10:00,CST,13-FEB-00 20:38:00,0,0,0,0,75000.0,0.0,1.0,N,1.0,N,E,60.0,34.03,-86.0,34.03,-86.0,2000,2,13,20:10:00,2,13,20:38:00,0,0,28,0.5,0.0,20,10,20,38
ALABAMA,C,Thunderstorm Wind,2000-02-13 20:25:00,CST,13-FEB-00 20:25:00,1,0,0,0,300000.0,0.0,2.0,NNE,3.0,E,E,60.0,33.4,-86.93,33.4,-86.93,2000,2,13,20:25:00,2,13,20:25:00,0,0,0,0.0,0.0,20,25,20,25
IDAHO,C,Thunderstorm Wind,2000-02-14 14:54:00,MST,14-FEB-00 15:30:00,0,0,0,0,80000.0,0.0,10.0,NW,10.0,NW,M,83.6,42.87,-113.72,42.87,-113.72,2000,2,14,14:54:00,2,14,15:30:00,0,0,36,0.6,0.0,14,54,15,30
IDAHO,C,Thunderstorm Wind,2000-02-14 15:20:00,MST,14-FEB-00 16:30:00,0,0,0,0,70000.0,0.0,10.0,NW,10.0,NW,E,60.0,42.72,-112.8,42.72,-112.8,2000,2,14,15:20:00,2,14,16:30:00,0,1,10,1.2,0.0,15,20,16,30
IDAHO,C,Thunderstorm Wind,2000-02-14 15:30:00,MST,14-FEB-00 16:50:00,2,0,0,0,2500000.0,0.0,0.0,N,0.0,N,M,74.4,43.22,-112.33,43.22,-112.33,2000,2,14,15:30:00,2,14,16:50:00,0,1,20,1.3,0.0,15,30,16,50
IDAHO,C,Thunderstorm Wind,2000-02-14 15:55:00,MST,14-FEB-00 17:10:00,0,0,0,0,200000.0,0.0,0.0,N,0.0,N,M,60.2,43.35,-111.73,43.35,-111.73,2000,2,14,15:55:00,2,14,17:10:00,0,1,15,1.2,0.0,15,55,17,10
ILLINOIS,C,Thunderstorm Wind,2000-02-18 15:08:00,CST,18-FEB-00 15:10:00,0,0,0,0,500000.0,0.0,0.0,N,2.0,E,E,100.0,37.0,-89.18,37.0,-89.18,2000,2,18,15:08:00,2,18,15:10:00,0,0,2,0.0,0.0,15,8,15,10
TEXAS,C,Hail,2000-02-24 19:46:00,CST,24-FEB-00 19:46:00,0,0,0,0,75000.0,0.0,2.0,S,2.0,S,HA,2.75,36.18,-100.27,36.18,-100.27,2000,2,24,19:46:00,2,24,19:46:00,0,0,0,0.0,0.0,19,46,19,46
KANSAS,C,Thunderstorm Wind,2000-02-25 07:30:00,CST,25-FEB-00 07:30:00,0,0,0,0,75000.0,0.0,1.0,SE,1.0,SE,M,52.0,37.68,-95.47,37.68,-95.47,2000,2,25,07:30:00,2,25,07:30:00,0,0,0,0.0,0.0,7,30,7,30
IOWA,C,Thunderstorm Wind,2000-02-25 19:00:00,CST,25-FEB-00 19:00:00,0,0,0,0,200000.0,0.0,13.0,NNE,13.0,NNE,E,74.0,41.5,-93.92,41.5,-93.92,2000,2,25,19:00:00,2,25,19:00:00,0,0,0,0.0,0.0,19,0,19,0
TEXAS,C,Hail,2000-02-25 22:16:00,CST,25-FEB-00 22:16:00,0,0,0,0,20000000.0,0.0,1.0,NW,1.0,NW,HA,3.5,32.77,-96.75,32.77,-96.75,2000,2,25,22:16:00,2,25,22:16:00,0,0,0,0.0,0.0,22,16,22,16
CALIFORNIA,C,Thunderstorm Wind,2000-03-05 10:45:00,PST,05-MAR-00 10:50:00,0,0,0,0,100000.0,20000.0,0.0,NNE,2.0,W,M,52.0,33.67,-118.0,33.6,-117.87,2000,3,5,10:45:00,3,5,10:50:00,0,0,5,0.1,19.68327827494193,10,45,10,50
CALIFORNIA,C,Hail,2000-03-06 02:38:00,PST,06-MAR-00 03:17:00,0,0,1,0,75000.0,0.0,0.0,NNE,2.0,W,HA,1.5,33.73,-117.82,33.58,-117.73,2000,3,6,02:38:00,3,6,03:17:00,0,0,39,0.6,34.393638367953365,2,38,3,17
TEXAS,C,Thunderstorm Wind,2000-03-07 14:04:00,CST,07-MAR-00 14:04:00,0,0,0,0,75000.0,0.0,3.0,NW,3.0,NW,E,60.0,35.23,-101.85,35.23,-101.85,2000,3,7,14:04:00,3,7,14:04:00,0,0,0,0.0,0.0,14,4,14,4
TEXAS,C,Thunderstorm Wind,2000-03-07 14:30:00,CST,07-MAR-00 14:30:00,0,0,0,0,150000.0,0.0,6.0,E,6.0,E,E,60.0,35.18,-101.72,35.18,-101.72,2000,3,7,14:30:00,3,7,14:30:00,0,0,0,0.0,0.0,14,30,14,30
TEXAS,C,Thunderstorm Wind,2000-03-07 14:40:00,CST,07-MAR-00 14:40:00,0,0,0,0,80000.0,0.0,8.0,E,8.0,E,E,55.0,35.12,-101.37,35.12,-101.37,2000,3,7,14:40:00,3,7,14:40:00,0,0,0,0.0,0.0,14,40,14,40
TEXAS,C,Thunderstorm Wind,2000-03-07 14:55:00,CST,07-MAR-00 14:55:00,0,0,0,0,150000.0,0.0,8.0,E,8.0,E,E,60.0,35.18,-101.23,35.18,-101.23,2000,3,7,14:55:00,3,7,14:55:00,0,0,0,0.0,0.0,14,55,14,55
KANSAS,C,Thunderstorm Wind,2000-03-07 19:20:00,CST,07-MAR-00 19:20:00,0,0,0,0,57000.0,0.0,3.0,WSW,3.0,WSW,E,70.0,37.78,-98.87,37.78,-98.87,2000,3,7,19:20:00,3,7,19:20:00,0,0,0,0.0,0.0,19,20,19,20
NEBRASKA,C,Thunderstorm Wind,2000-03-07 21:00:00,CST,07-MAR-00 21:00:00,0,0,0,0,75000.0,0.0,1.0,E,0.0,N,E,52.0,40.25,-99.63,40.25,-99.63,2000,3,7,21:00:00,3,7,21:00:00,0,0,0,0.0,0.0,21,0,21,0
KANSAS,C,Thunderstorm Wind,2000-03-07 21:16:00,CST,07-MAR-00 21:30:00,0,0,0,0,100000.0,0.0,4.0,W,4.0,W,E,65.0,37.48,-97.25,37.48,-97.25,2000,3,7,21:16:00,3,7,21:30:00,0,0,14,0.2,0.0,21,16,21,30
KANSAS,C,Thunderstorm Wind,2000-03-07 21:20:00,CST,07-MAR-00 21:20:00,0,0,0,0,75000.0,0.0,0.0,ESE,0.0,ESE,E,78.0,37.8,-97.63,37.8,-97.63,2000,3,7,21:20:00,3,7,21:20:00,0,0,0,0.0,0.0,21,20,21,20
KANSAS,C,Thunderstorm Wind,2000-03-07 21:30:00,CST,07-MAR-00 21:30:00,0,0,0,0,75000.0,0.0,3.0,SE,3.0,SE,E,78.0,37.52,-97.23,37.52,-97.23,2000,3,7,21:30:00,3,7,21:30:00,0,0,0,0.0,0.0,21,30,21,30
TEXAS,C,Hail,2000-03-10 19:40:00,CST,10-MAR-00 19:40:00,0,0,0,0,200000.0,0.0,1.0,N,1.0,N,HA,2.75,30.53,-96.68,30.53,-96.68,2000,3,10,19:40:00,3,10,19:40:00,0,0,0,0.0,0.0,19,40,19,40
ALABAMA,C,Thunderstorm Wind,2000-03-10 20:35:00,CST,10-MAR-00 20:45:00,0,0,1,0,900000.0,0.0,6.0,SW,2.0,NE,E,75.0,33.13,-87.63,33.18,-87.45,2000,3,10,20:35:00,3,10,20:45:00,0,0,10,0.2,20.116604842598818,20,35,20,45
TEXAS,C,Hail,2000-03-10 21:00:00,CST,10-MAR-00 21:30:00,0,0,0,0,100000.0,0.0,6.0,NE,14.0,NE,HA,1.5,30.25,-96.87,30.35,-96.82,2000,3,10,21:00:00,3,10,21:30:00,0,0,30,0.5,22.75829569017131,21,0,21,30
ALABAMA,C,Thunderstorm Wind,2000-03-10 21:03:00,CST,10-MAR-00 21:03:00,0,0,0,0,300000.0,0.0,7.0,W,3.0,E,E,90.0,33.45,-87.15,33.45,-87.15,2000,3,10,21:03:00,3,10,21:03:00,0,0,0,0.0,0.0,21,3,21,3
TEXAS,C,Hail,2000-03-10 23:20:00,CST,10-MAR-00 23:20:00,0,0,0,0,100000.0,0.0,5.0,W,5.0,W,HA,1.0,30.32,-95.53,30.32,-95.53,2000,3,10,23:20:00,3,10,23:20:00,0,0,0,0.0,0.0,23,20,23,20
TEXAS,C,Hail,2000-03-16 17:32:00,CST,16-MAR-00 17:45:00,0,0,0,0,600000.0,0.0,4.0,N,4.0,N,HA,4.5,29.95,-97.9,29.95,-97.9,2000,3,16,17:32:00,3,16,17:45:00,0,0,13,0.2,0.0,17,32,17,45
TEXAS,C,Hail,2000-03-16 17:55:00,CST,16-MAR-00 18:10:00,0,0,0,0,500000.0,0.0,6.0,NE,14.0,NE,HA,3.5,30.18,-96.93,30.18,-96.93,2000,3,16,17:55:00,3,16,18:10:00,0,0,15,0.2,0.0,17,55,18,10
TEXAS,C,Hail,2000-03-25 21:35:00,CST,25-MAR-00 21:35:00,0,0,0,0,1000000.0,0.0,0.0,NE,0.0,NE,HA,2.75,32.0,-97.13,32.0,-97.13,2000,3,25,21:35:00,3,25,21:35:00,0,0,0,0.0,0.0,21,35,21,35
OKLAHOMA,C,Hail,2000-03-26 16:30:00,CST,26-MAR-00 16:30:00,0,0,0,0,2000000.0,0.0,0.0,N,0.0,N,HA,2.5,36.15,-95.95,36.15,-95.95,2000,3,26,16:30:00,3,26,16:30:00,0,0,0,0.0,0.0,16,30,16,30
ARKANSAS,C,Hail,2000-03-26 18:17:00,CST,26-MAR-00 18:17:00,0,0,0,0,100000.0,0.0,1.0,E,1.0,E,HA,4.5,35.33,-94.18,35.33,-94.18,2000,3,26,18:17:00,3,26,18:17:00,0,0,0,0.0,0.0,18,17,18,17
ARKANSAS,C,Hail,2000-03-26 18:30:00,CST,26-MAR-00 18:30:00,0,0,0,0,200000.0,0.0,1.0,S,1.0,S,HA,2.75,35.3,-94.03,35.3,-94.03,2000,3,26,18:30:00,3,26,18:30:00,0,0,0,0.0,0.0,18,30,18,30
TEXAS,C,Hail,2000-03-26 18:38:00,CST,26-MAR-00 19:00:00,0,0,0,0,100000.0,0.0,2.0,WSW,2.0,WSW,HA,1.75,29.97,-98.27,29.9,-98.25,2000,3,26,18:38:00,3,26,19:00:00,0,0,22,0.4,15.691053794420359,18,38,19,0
OKLAHOMA,C,Hail,2000-03-26 18:39:00,CST,26-MAR-00 18:39:00,0,0,0,0,100000.0,0.0,1.0,WNW,1.0,WNW,HA,1.75,34.97,-94.72,34.97,-94.72,2000,3,26,18:39:00,3,26,18:39:00,0,0,0,0.0,0.0,18,39,18,39
OKLAHOMA,C,Hail,2000-03-26 18:43:00,CST,26-MAR-00 18:43:00,0,0,0,0,100000.0,0.0,0.0,S,0.0,S,HA,2.75,34.72,-95.85,34.72,-95.85,2000,3,26,18:43:00,3,26,18:43:00,0,0,0,0.0,0.0,18,43,18,43
OKLAHOMA,C,Hail,2000-03-26 18:48:00,CST,26-MAR-00 18:48:00,0,0,0,0,100000.0,0.0,0.0,N,0.0,N,HA,1.75,34.88,-94.6,34.88,-94.6,2000,3,26,18:48:00,3,26,18:48:00,0,0,0,0.0,0.0,18,48,18,48
TEXAS,C,Hail,2000-03-26 19:25:00,CST,26-MAR-00 19:35:00,0,0,0,0,100000.0,50000.0,0.0,N,10.0,E,HA,2.0,29.57,-97.97,29.57,-97.97,2000,3,26,19:25:00,3,26,19:35:00,0,0,10,0.2,0.0,19,25,19,35
OKLAHOMA,C,Hail,2000-03-26 19:40:00,CST,26-MAR-00 19:40:00,0,0,0,0,100000.0,0.0,0.0,N,0.0,N,HA,1.75,34.32,-95.65,34.32,-95.65,2000,3,26,19:40:00,3,26,19:40:00,0,0,0,0.0,0.0,19,40,19,40
TEXAS,C,Hail,2000-03-28 19:01:00,CST,28-MAR-00 19:10:00,0,0,0,0,5000000.0,0.0,5.0,WNW,5.0,WNW,HA,2.75,29.47,-98.63,29.47,-98.63,2000,3,28,19:01:00,3,28,19:10:00,0,0,9,0.2,0.0,19,1,19,10
TEXAS,C,Hail,2000-03-29 00:35:00,CST,29-MAR-00 00:35:00,0,0,0,0,116000.0,0.0,0.0,N,0.0,N,HA,1.75,33.13,-95.6,33.13,-95.6,2000,3,29,00:35:00,3,29,00:35:00,0,0,0,0.0,0.0,0,35,0,35
LOUISIANA,C,Thunderstorm Wind,2000-03-29 01:00:00,CST,29-MAR-00 01:00:00,0,0,0,0,100000.0,0.0,1.0,S,1.0,S,E,52.0,32.48,-93.75,32.48,-93.75,2000,3,29,01:00:00,3,29,01:00:00,0,0,0,0.0,0.0,1,0,1,0
FLORIDA,C,Thunderstorm Wind,2000-03-29 16:30:00,CST,29-MAR-00 16:40:00,0,0,0,0,350000.0,0.0,3.0,ENE,3.0,ENE,M,57.0,30.38,-87.27,30.38,-87.27,2000,3,29,16:30:00,3,29,16:40:00,0,0,10,0.2,0.0,16,30,16,40
TEXAS,C,Hail,2000-04-01 20:35:00,CST,01-APR-00 20:35:00,0,0,0,0,100000.0,0.0,1.0,W,0.0,SSW,HA,2.5,27.55,-99.47,27.55,-99.47,2000,4,1,20:35:00,4,1,20:35:00,0,0,0,0.0,0.0,20,35,20,35
TEXAS,C,Hail,2000-04-02 01:50:00,CST,02-APR-00 01:50:00,0,0,0,0,200000.0,0.0,3.0,SSE,3.0,SSE,HA,2.0,30.03,-95.85,30.03,-95.85,2000,4,2,01:50:00,4,2,01:50:00,0,0,0,0.0,0.0,1,50,1,50
TEXAS,C,Hail,2000-04-02 02:20:00,CST,02-APR-00 02:20:00,0,0,0,0,100000.0,0.0,5.0,W,3.0,SSE,HA,1.75,30.22,-95.75,30.15,-95.45,2000,4,2,02:20:00,4,2,02:20:00,0,0,0,0.0,32.7793889071025,2,20,2,20
TEXAS,C,Hail,2000-04-02 03:33:00,CST,02-APR-00 03:33:00,0,0,0,0,100000.0,0.0,0.0,N,0.0,N,HA,1.75,29.93,-95.38,29.93,-95.38,2000,4,2,03:33:00,4,2,03:33:00,0,0,0,0.0,0.0,3,33,3,33
GEORGIA,C,Thunderstorm Wind,2000-04-03 02:00:00,EST,03-APR-00 02:00:00,0,0,0,0,250000.0,0.0,3.0,ESE,3.0,ESE,EG,50.0,33.78,-84.53,33.78,-84.53,2000,4,3,02:00:00,4,3,02:00:00,0,0,0,0.0,0.0,2,0,2,0
OHIO,C,Thunderstorm Wind,2000-04-03 13:00:00,EST,03-APR-00 13:05:00,0,0,0,0,500000.0,0.0,1.0,NNW,1.0,NNW,E,85.0,38.93,-83.63,38.93,-83.63,2000,4,3,13:00:00,4,3,13:05:00,0,0,5,0.1,0.0,13,0,13,5
FLORIDA,C,Thunderstorm Wind,2000-04-03 17:45:00,CST,03-APR-00 17:50:00,4,0,0,0,70000.0,0.0,3.0,ENE,3.0,ENE,E,65.0,30.38,-87.27,30.38,-87.27,2000,4,3,17:45:00,4,3,17:50:00,0,0,5,0.1,0.0,17,45,17,50
WASHINGTON,C,Thunderstorm Wind,2000-04-04 15:30:00,PST,04-APR-00 17:00:00,1,0,0,0,80000.0,0.0,0.0,E,3.0,NE,E,60.0,47.65,-117.6,47.73,-117.07,2000,4,4,15:30:00,4,4,17:00:00,0,1,30,1.5,43.4908404833602,15,30,17,0
ILLINOIS,C,Hail,2000-04-07 14:15:00,CST,07-APR-00 14:15:00,0,0,0,0,200000.0,0.0,2.0,NE,2.0,NE,HA,1.5,38.47,-89.23,38.47,-89.23,2000,4,7,14:15:00,4,7,14:15:00,0,0,0,0.0,0.0,14,15,14,15
TEXAS,C,Hail,2000-04-07 20:10:00,CST,07-APR-00 20:20:00,0,0,0,0,100000.0,0.0,4.0,SW,0.0,N,HA,1.0,30.2,-98.08,30.2,-98.08,2000,4,7,20:10:00,4,7,20:20:00,0,0,10,0.2,0.0,20,10,20,20
LOUISIANA,C,Thunderstorm Wind,2000-04-12 10:30:00,CST,12-APR-00 10:30:00,0,0,0,0,100000.0,0.0,2.0,WSW,2.0,NNW,M,61.0,30.23,-93.37,30.23,-93.37,2000,4,12,10:30:00,4,12,10:30:00,0,0,0,0.0,0.0,10,30,10,30
OKLAHOMA,C,Hail,2000-04-15 17:26:00,CST,15-APR-00 17:26:00,0,0,0,0,2600000.0,0.0,0.0,N,0.0,N,HA,2.75,34.63,-99.33,34.63,-99.33,2000,4,15,17:26:00,4,15,17:26:00,0,0,0,0.0,0.0,17,26,17,26
TEXAS,C,Hail,2000-04-15 20:06:00,CST,15-APR-00 20:06:00,0,0,0,0,150000.0,0.0,5.0,SE,5.0,SE,HA,4.0,33.27,-99.0,33.27,-99.0,2000,4,15,20:06:00,4,15,20:06:00,0,0,0,0.0,0.0,20,6,20,6
MISSOURI,C,Hail,2000-04-16 14:00:00,CST,16-APR-00 14:00:00,0,0,0,0,500000.0,0.0,1.0,SW,1.0,SW,HA,1.5,38.35,-90.98,38.35,-90.98,2000,4,16,14:00:00,4,16,14:00:00,0,0,0,0.0,0.0,14,0,14,0
TENNESSEE,C,Hail,2000-04-16 20:40:00,CST,16-APR-00 20:45:00,0,0,0,0,500000.0,0.0,0.0,N,1.0,NNW,HA,1.75,36.38,-89.48,36.38,-89.48,2000,4,16,20:40:00,4,16,20:45:00,0,0,5,0.1,0.0,20,40,20,45
MISSOURI,C,Thunderstorm Wind,2000-04-20 01:00:00,CST,20-APR-00 01:10:00,0,0,0,0,900000.0,0.0,5.0,SSW,3.0,N,E,65.0,37.12,-93.88,37.12,-93.88,2000,4,20,01:00:00,4,20,01:10:00,0,0,10,0.2,0.0,1,0,1,10
MISSOURI,C,Thunderstorm Wind,2000-04-20 01:25:00,CST,20-APR-00 01:25:00,0,0,0,0,90000.0,0.0,1.0,SE,1.0,SE,E,52.0,37.02,-93.22,37.02,-93.22,2000,4,20,01:25:00,4,20,01:25:00,0,0,0,0.0,0.0,1,25,1,25
MISSOURI,C,Thunderstorm Wind,2000-04-20 03:30:00,CST,20-APR-00 03:30:00,0,0,0,0,100000.0,0.0,3.0,S,2.0,SW,E,65.0,38.6,-91.22,38.6,-91.22,2000,4,20,03:30:00,4,20,03:30:00,0,0,0,0.0,0.0,3,30,3,30
ILLINOIS,C,Thunderstorm Wind,2000-04-20 04:20:00,CST,20-APR-00 04:40:00,0,0,0,0,200000.0,0.0,2.0,SW,2.0,SW,E,74.0,39.95,-90.22,39.95,-90.22,2000,4,20,04:20:00,4,20,04:40:00,0,0,20,0.3,0.0,4,20,4,40
ILLINOIS,C,Thunderstorm Wind,2000-04-20 04:55:00,CST,20-APR-00 05:20:00,1,0,0,0,750000.0,0.0,1.0,E,3.0,W,M,54.0,40.3,-89.6,40.27,-89.23,2000,4,20,04:55:00,4,20,05:20:00,0,0,25,0.4,32.096102049665326,4,55,5,20
ILLINOIS,C,Thunderstorm Wind,2000-04-20 04:59:00,CST,20-APR-00 05:24:00,0,0,0,0,600000.0,0.0,0.0,N,0.0,N,M,64.0,40.53,-89.62,40.53,-89.62,2000,4,20,04:59:00,4,20,05:24:00,0,0,25,0.4,0.0,4,59,5,24
ILLINOIS,C,Thunderstorm Wind,2000-04-20 05:18:00,CST,20-APR-00 05:45:00,0,0,0,0,1100000.0,0.0,0.0,N,0.0,N,M,52.0,40.53,-88.88,40.53,-88.88,2000,4,20,05:18:00,4,20,05:45:00,0,0,27,0.4,0.0,5,18,5,45
ILLINOIS,C,Thunderstorm Wind,2000-04-20 05:24:00,CST,20-APR-00 05:45:00,0,0,0,0,300000.0,0.0,1.0,SSW,1.0,SSW,M,59.0,40.78,-89.23,40.78,-89.23,2000,4,20,05:24:00,4,20,05:45:00,0,0,21,0.4,0.0,5,24,5,45
INDIANA,C,Thunderstorm Wind,2000-04-20 12:55:00,EST,20-APR-00 12:57:00,0,0,0,0,100000.0,0.0,7.0,NW,7.0,NW,E,60.0,39.53,-87.5,39.53,-87.5,2000,4,20,12:55:00,4,20,12:57:00,0,0,2,0.0,0.0,12,55,12,57
INDIANA,C,Thunderstorm Wind,2000-04-20 14:34:00,EST,20-APR-00 14:40:00,0,0,0,0,200000.0,0.0,2.0,NE,2.0,NE,E,60.0,39.17,-86.52,39.17,-86.52,2000,4,20,14:34:00,4,20,14:40:00,0,0,6,0.1,0.0,14,34,14,40
INDIANA,C,Thunderstorm Wind,2000-04-20 15:11:00,EST,20-APR-00 15:22:00,0,0,0,0,500000.0,0.0,0.0,WNW,0.0,WNW,E,70.0,39.35,-86.08,39.37,-86.08,2000,4,20,15:11:00,4,20,15:22:00,0,0,11,0.2,4.449193329183668,15,11,15,22
OHIO,C,Thunderstorm Wind,2000-04-20 17:20:00,EST,20-APR-00 17:35:00,0,0,0,0,200000.0,0.0,1.0,W,2.0,W,M,61.0,39.75,-84.18,39.83,-84.13,2000,4,20,17:20:00,4,20,17:35:00,0,0,15,0.2,18.302658238309434,17,20,17,35
OHIO,C,Thunderstorm Wind,2000-04-20 17:30:00,EST,20-APR-00 17:45:00,0,0,0,0,75000.0,0.0,1.0,NW,1.0,NW,E,60.0,40.13,-83.77,40.13,-83.77,2000,4,20,17:30:00,4,20,17:45:00,0,0,15,0.2,0.0,17,30,17,45
KENTUCKY,C,Thunderstorm Wind,2000-04-20 17:50:00,EST,20-APR-00 17:50:00,1,0,0,0,120000.0,0.0,2.0,W,1.0,WSW,E,70.0,37.75,-85.17,37.75,-85.17,2000,4,20,17:50:00,4,20,17:50:00,0,0,0,0.0,0.0,17,50,17,50
TEXAS,C,Thunderstorm Wind,2000-04-24 21:30:00,CST,24-APR-00 21:30:00,0,0,0,0,150000.0,0.0,2.0,W,2.0,W,E,57.0,35.52,-100.47,35.52,-100.47,2000,4,24,21:30:00,4,24,21:30:00,0,0,0,0.0,0.0,21,30,21,30
TEXAS,C,Hail,2000-04-29 20:23:00,CST,29-APR-00 20:23:00,0,0,0,0,250000.0,0.0,7.0,S,7.0,S,HA,3.0,32.95,-99.78,32.95,-99.78,2000,4,29,20:23:00,4,29,20:23:00,0,0,0,0.0,0.0,20,23,20,23
OKLAHOMA,C,Thunderstorm Wind,2000-04-30 14:03:00,CST,30-APR-00 14:03:00,0,0,0,0,350000.0,0.0,1.0,NNW,3.0,N,E,61.0,35.53,-97.97,35.53,-97.97,2000,4,30,14:03:00,4,30,14:03:00,0,0,0,0.0,0.0,14,3,14,3
TEXAS,C,Hail,2000-04-30 16:15:00,CST,30-APR-00 16:15:00,0,0,0,0,150000.0,0.0,6.0,N,0.0,N,HA,1.75,32.97,-102.85,32.97,-102.85,2000,4,30,16:15:00,4,30,16:15:00,0,0,0,0.0,0.0,16,15,16,15
TEXAS,C,Hail,2000-04-30 16:37:00,CST,30-APR-00 16:37:00,0,0,0,0,500000.0,0.0,2.0,E,2.0,E,HA,1.75,32.93,-102.55,32.93,-102.55,2000,4,30,16:37:00,4,30,16:37:00,0,0,0,0.0,0.0,16,37,16,37
TEXAS,C,Hail,2000-05-01 20:15:00,CST,01-MAY-00 20:20:00,0,0,0,0,80000.0,150000.0,0.0,N,0.0,N,HA,1.0,30.57,-97.42,30.57,-97.42,2000,5,1,20:15:00,5,1,20:20:00,0,0,5,0.1,0.0,20,15,20,20
