STATE,CZ_TYPE,EVENT_TYPE,BEGIN_DATE_TIME,CZ_TIMEZONE,END_DATE_TIME,INJURIES_DIRECT,INJURIES_INDIRECT,DEATHS_DIRECT,DEATHS_INDIRECT,DAMAGE_PROPERTY,DAMAGE_CROPS,BEGIN_RANGE,BEGIN_AZIMUTH,END_RANGE,END_AZIMUTH,MAGNITUDE_TYPE,MAGNITUDE,BEGIN_LAT,BEGIN_LON,END_LAT,END_LON,YEAR,BEGIN_MONTH,BEGIN_DAY,BEGIN_TIME,END_MONTH,END_DAY,END_TIME,DURATION_DAYS,DURATION_HOURS,DURATION_MINUTES
MISSOURI,C,Thunderstorm Wind,2000-01-03 08:50:00,CST,03-JAN-00 09:00:00,3,0,0,0,250000.0,0.0,,,,,E,83.0,37.25,-89.67,37.3,-89.53,2000,1,3,08:50:00,1,3,09:00:00,0,0,10
ILLINOIS,C,Thunderstorm Wind,2000-01-03 09:18:00,CST,03-JAN-00 09:22:00,0,0,0,0,150000.0,0.0,2.0,NE,4.0,NE,E,100.0,37.73,-89.18,37.75,-89.17,2000,1,3,09:18:00,1,3,09:22:00,0,0,4
ILLINOIS,C,Thunderstorm Wind,2000-01-03 09:22:00,CST,03-JAN-00 09:24:00,0,0,0,0,100000.0,0.0,,,,,E,75.0,37.78,-89.12,37.78,-89.12,2000,1,3,09:22:00,1,3,09:24:00,0,0,2
INDIANA,C,Thunderstorm Wind,2000-01-03 12:10:00,CST,03-JAN-00 12:10:00,0,0,0,0,100000.0,0.0,,,,,E,65.0,37.98,-87.55,37.98,-87.55,2000,1,3,12:10:00,1,3,12:10:00,0,0,0
ILLINOIS,C,Thunderstorm Wind,2000-01-03 14:07:00,CST,03-JAN-00 14:07:00,0,0,0,0,100000.0,0.0,,,,,E,87.0,37.73,-88.93,37.73,-88.93,2000,1,3,14:07:00,1,3,14:07:00,0,0,0
KENTUCKY,C,Thunderstorm Wind,2000-01-03 15:40:00,EST,03-JAN-00 15:45:00,0,0,0,0,200000.0,0.0,,,,,E,78.0,38.8,-84.42,38.8,-84.42,2000,1,3,15:40:00,1,3,15:45:00,0,0,5
ALABAMA,C,Thunderstorm Wind,2000-01-09 23:52:00,CST,10-JAN-00 00:24:00,0,0,0,0,150000.0,0.0,,,,,E,65.0,33.32,-85.47,33.32,-85.47,2000,1,9,23:52:00,1,10,00:24:00,0,0,32
WASHINGTON,C,Thunderstorm Wind,2000-01-16 10:37:00,PST,16-JAN-00 10:40:00,0,0,0,0,60000.0,0.0,,,,,E,50.0,46.82,-117.88,46.92,-117.07,2000,1,16,10:37:00,1,16,10:40:00,0,0,3
LOUISIANA,C,Hail,2000-01-23 22:55:00,CST,23-JAN-00 22:55:00,0,0,0,0,65000000.0,0.0,,,,,HA,1.0,29.98,-90.15,29.98,-90.15,2000,1,23,22:55:00,1,23,22:55:00,0,0,0
ALABAMA,C,Thunderstorm Wind,2000-02-13 19:14:00,CST,13-FEB-00 19:42:00,0,0,0,0,60000.0,0.0,,,,,E,65.0,34.48,-86.85,34.48,-86.85,2000,2,13,19:14:00,2,13,19:42:00,0,0,28
ALABAMA,C,Thunderstorm Wind,2000-02-13 19:25:00,CST,13-FEB-00 19:37:00,0,0,0,0,150000.0,0.0,,,,,E,65.0,34.15,-86.87,34.15,-86.87,2000,2,13,19:25:00,2,13,19:37:00,0,0,12
ALABAMA,C,Thunderstorm Wind,2000-02-13 19:28:00,CST,13-FEB-00 19:34:00,2,0,0,0,250000.0,0.0,,,,,E,65.0,34.73,-86.62,34.73,-86.62,2000,2,13,19:28:00,2,13,19:34:00,0,0,6
ALABAMA,C,Thunderstorm Wind,2000-02-13 19:29:00,CST,13-FEB-00 19:35:00,0,0,0,0,100000.0,0.0,,,,,E,75.0,34.68,-86.7,34.73,-86.62,2000,2,13,19:29:00,2,13,19:35:00,0,0,6
ALABAMA,C,Thunderstorm Wind,2000-02-13 19:56:00,CST,13-FEB-00 20:10:00,0,0,0,0,250000.0,0.0,,,,,E,65.0,33.3,-87.53,33.3,-87.53,2000,2,13,19:56:00,2,13,20:10:00,0,0,14
ALABAMA,C,Thunderstorm Wind,2000-02-13 20:10:00,CST,13-FEB-00 20:38:00,0,0,0,0,75000.0,0.0,,,,,E,60.0,34.03,-86.0,34.03,-86.0,2000,2,13,20:10:00,2,13,20:38:00,0,0,28
ALABAMA,C,Thunderstorm Wind,2000-02-13 20:25:00,CST,13-FEB-00 20:25:00,1,0,0,0,300000.0,0.0,,,,,E,60.0,33.4,-86.93,33.4,-86.93,2000,2,13,20:25:00,2,13,20:25:00,0,0,0
IDAHO,C,Thunderstorm Wind,2000-02-14 14:54:00,MST,14-FEB-00 15:30:00,0,0,0,0,80000.0,0.0,,,,,M,83.6,42.87,-113.72,42.87,-113.72,2000,2,14,14:54:00,2,14,15:30:00,0,0,36
IDAHO,C,Thunderstorm Wind,2000-02-14 15:20:00,MST,14-FEB-00 16:30:00,0,0,0,0,70000.0,0.0,,,,,E,60.0,42.72,-112.8,42.72,-112.8,2000,2,14,15:20:00,2,14,16:30:00,0,1,10
IDAHO,C,Thunderstorm Wind,2000-02-14 15:30:00,MST,14-FEB-00 16:50:00,2,0,0,0,2500000.0,0.0,,,,,M,74.4,43.22,-112.33,43.22,-112.33,2000,2,14,15:30:00,2,14,16:50:00,0,1,20
IDAHO,C,Thunderstorm Wind,2000-02-14 15:55:00,MST,14-FEB-00 17:10:00,0,0,0,0,200000.0,0.0,,,,,M,60.2,43.35,-111.73,43.35,-111.73,2000,2,14,15:55:00,2,14,17:10:00,0,1,15
ILLINOIS,C,Thunderstorm Wind,2000-02-18 15:08:00,CST,18-FEB-00 15:10:00,0,0,0,0,500000.0,0.0,,,,,E,100.0,37.0,-89.18,37.0,-89.18,2000,2,18,15:08:00,2,18,15:10:00,0,0,2
TEXAS,C,Hail,2000-02-24 19:46:00,CST,24-FEB-00 19:46:00,0,0,0,0,75000.0,0.0,2.0,S,2.0,S,HA,2.75,36.18,-100.27,36.18,-100.27,2000,2,24,19:46:00,2,24,19:46:00,0,0,0
KANSAS,C,Thunderstorm Wind,2000-02-25 07:30:00,CST,25-FEB-00 07:30:00,0,0,0,0,75000.0,0.0,,,,,M,52.0,37.68,-95.47,37.68,-95.47,2000,2,25,07:30:00,2,25,07:30:00,0,0,0
IOWA,C,Thunderstorm Wind,2000-02-25 19:00:00,CST,25-FEB-00 19:00:00,0,0,0,0,200000.0,0.0,13.0,NNE,13.0,NNE,E,74.0,41.5,-93.92,41.5,-93.92,2000,2,25,19:00:00,2,25,19:00:00,0,0,0
TEXAS,C,Hail,2000-02-25 22:16:00,CST,25-FEB-00 22:16:00,0,0,0,0,20000000.0,0.0,,,,,HA,3.5,32.77,-96.75,32.77,-96.75,2000,2,25,22:16:00,2,25,22:16:00,0,0,0
CALIFORNIA,C,Thunderstorm Wind,2000-03-05 10:45:00,PST,05-MAR-00 10:50:00,0,0,0,0,100000.0,20000.0,,,,,M,52.0,33.67,-118.0,33.6,-117.87,2000,3,5,10:45:00,3,5,10:50:00,0,0,5
CALIFORNIA,C,Hail,2000-03-06 02:38:00,PST,06-MAR-00 03:17:00,0,0,1,0,75000.0,0.0,,,,,HA,1.5,33.73,-117.82,33.58,-117.73,2000,3,6,02:38:00,3,6,03:17:00,0,0,39
TEXAS,C,Thunderstorm Wind,2000-03-07 14:04:00,CST,07-MAR-00 14:04:00,0,0,0,0,75000.0,0.0,3.0,NW,3.0,NW,E,60.0,35.23,-101.85,35.23,-101.85,2000,3,7,14:04:00,3,7,14:04:00,0,0,0
TEXAS,C,Thunderstorm Wind,2000-03-07 14:30:00,CST,07-MAR-00 14:30:00,0,0,0,0,150000.0,0.0,6.0,E,6.0,E,E,60.0,35.18,-101.72,35.18,-101.72,2000,3,7,14:30:00,3,7,14:30:00,0,0,0
TEXAS,C,Thunderstorm Wind,2000-03-07 14:40:00,CST,07-MAR-00 14:40:00,0,0,0,0,80000.0,0.0,,,,,E,55.0,35.12,-101.37,35.12,-101.37,2000,3,7,14:40:00,3,7,14:40:00,0,0,0
TEXAS,C,Thunderstorm Wind,2000-03-07 14:55:00,CST,07-MAR-00 14:55:00,0,0,0,0,150000.0,0.0,8.0,E,8.0,E,E,60.0,35.18,-101.23,35.18,-101.23,2000,3,7,14:55:00,3,7,14:55:00,0,0,0
KANSAS,C,Thunderstorm Wind,2000-03-07 19:20:00,CST,07-MAR-00 19:20:00,0,0,0,0,57000.0,0.0,,,,,E,70.0,37.78,-98.87,37.78,-98.87,2000,3,7,19:20:00,3,7,19:20:00,0,0,0
NEBRASKA,C,Thunderstorm Wind,2000-03-07 21:00:00,CST,07-MAR-00 21:00:00,0,0,0,0,75000.0,0.0,,,,,E,52.0,40.25,-99.63,40.25,-99.63,2000,3,7,21:00:00,3,7,21:00:00,0,0,0
KANSAS,C,Thunderstorm Wind,2000-03-07 21:16:00,CST,07-MAR-00 21:30:00,0,0,0,0,100000.0,0.0,,,,,E,65.0,37.48,-97.25,37.48,-97.25,2000,3,7,21:16:00,3,7,21:30:00,0,0,14
KANSAS,C,Thunderstorm Wind,2000-03-07 21:20:00,CST,07-MAR-00 21:20:00,0,0,0,0,75000.0,0.0,,,,,E,78.0,37.8,-97.63,37.8,-97.63,2000,3,7,21:20:00,3,7,21:20:00,0,0,0
KANSAS,C,Thunderstorm Wind,2000-03-07 21:30:00,CST,07-MAR-00 21:30:00,0,0,0,0,75000.0,0.0,3.0,SE,3.0,SE,E,78.0,37.52,-97.23,37.52,-97.23,2000,3,7,21:30:00,3,7,21:30:00,0,0,0
TEXAS,C,Hail,2000-03-10 19:40:00,CST,10-MAR-00 19:40:00,0,0,0,0,200000.0,0.0,,,,,HA,2.75,30.53,-96.68,30.53,-96.68,2000,3,10,19:40:00,3,10,19:40:00,0,0,0
ALABAMA,C,Thunderstorm Wind,2000-03-10 20:35:00,CST,10-MAR-00 20:45:00,0,0,1,0,900000.0,0.0,6.0,SW,,,E,75.0,33.13,-87.63,33.18,-87.45,2000,3,10,20:35:00,3,10,20:45:00,0,0,10
TEXAS,C,Hail,2000-03-10 21:00:00,CST,10-MAR-00 21:30:00,0,0,0,0,100000.0,0.0,6.0,NE,,,HA,1.5,30.25,-96.87,30.35,-96.82,2000,3,10,21:00:00,3,10,21:30:00,0,0,30
ALABAMA,C,Thunderstorm Wind,2000-03-10 21:03:00,CST,10-MAR-00 21:03:00,0,0,0,0,300000.0,0.0,,,,,E,90.0,33.45,-87.15,33.45,-87.15,2000,3,10,21:03:00,3,10,21:03:00,0,0,0
TEXAS,C,Hail,2000-03-10 23:20:00,CST,10-MAR-00 23:20:00,0,0,0,0,100000.0,0.0,5.0,W,5.0,W,HA,1.0,30.32,-95.53,30.32,-95.53,2000,3,10,23:20:00,3,10,23:20:00,0,0,0
TEXAS,C,Hail,2000-03-16 17:32:00,CST,16-MAR-00 17:45:00,0,0,0,0,600000.0,0.0,4.0,N,4.0,N,HA,4.5,29.95,-97.9,29.95,-97.9,2000,3,16,17:32:00,3,16,17:45:00,0,0,13
TEXAS,C,Hail,2000-03-16 17:55:00,CST,16-MAR-00 18:10:00,0,0,0,0,500000.0,0.0,,,,,HA,3.5,30.18,-96.93,30.18,-96.93,2000,3,16,17:55:00,3,16,18:10:00,0,0,15
TEXAS,C,Hail,2000-03-25 21:35:00,CST,25-MAR-00 21:35:00,0,0,0,0,1000000.0,0.0,,,,,HA,2.75,32.0,-97.13,32.0,-97.13,2000,3,25,21:35:00,3,25,21:35:00,0,0,0
OKLAHOMA,C,Hail,2000-03-26 16:30:00,CST,26-MAR-00 16:30:00,0,0,0,0,2000000.0,0.0,,,,,HA,2.5,36.15,-95.95,36.15,-95.95,2000,3,26,16:30:00,3,26,16:30:00,0,0,0
ARKANSAS,C,Hail,2000-03-26 18:17:00,CST,26-MAR-00 18:17:00,0,0,0,0,100000.0,0.0,,,,,HA,4.5,35.33,-94.18,35.33,-94.18,2000,3,26,18:17:00,3,26,18:17:00,0,0,0
ARKANSAS,C,Hail,2000-03-26 18:30:00,CST,26-MAR-00 18:30:00,0,0,0,0,200000.0,0.0,,,,,HA,2.75,35.3,-94.03,35.3,-94.03,2000,3,26,18:30:00,3,26,18:30:00,0,0,0
TEXAS,C,Hail,2000-03-26 18:38:00,CST,26-MAR-00 19:00:00,0,0,0,0,100000.0,0.0,,,,,HA,1.75,29.97,-98.27,29.9,-98.25,2000,3,26,18:38:00,3,26,19:00:00,0,0,22
OKLAHOMA,C,Hail,2000-03-26 18:39:00,CST,26-MAR-00 18:39:00,0,0,0,0,100000.0,0.0,,,,,HA,1.75,34.97,-94.72,34.97,-94.72,2000,3,26,18:39:00,3,26,18:39:00,0,0,0
OKLAHOMA,C,Hail,2000-03-26 18:43:00,CST,26-MAR-00 18:43:00,0,0,0,0,100000.0,0.0,,,,,HA,2.75,34.72,-95.85,34.72,-95.85,2000,3,26,18:43:00,3,26,18:43:00,0,0,0
OKLAHOMA,C,Hail,2000-03-26 18:48:00,CST,26-MAR-00 18:48:00,0,0,0,0,100000.0,0.0,,,,,HA,1.75,34.88,-94.6,34.88,-94.6,2000,3,26,18:48:00,3,26,18:48:00,0,0,0
TEXAS,C,Hail,2000-03-26 19:25:00,CST,26-MAR-00 19:35:00,0,0,0,0,100000.0,50000.0,,,,,HA,2.0,29.57,-97.97,29.57,-97.97,2000,3,26,19:25:00,3,26,19:35:00,0,0,10
OKLAHOMA,C,Hail,2000-03-26 19:40:00,CST,26-MAR-00 19:40:00,0,0,0,0,100000.0,0.0,,,,,HA,1.75,34.32,-95.65,34.32,-95.65,2000,3,26,19:40:00,3,26,19:40:00,0,0,0
TEXAS,C,Hail,2000-03-28 19:01:00,CST,28-MAR-00 19:10:00,0,0,0,0,5000000.0,0.0,,,,,HA,2.75,29.47,-98.63,29.47,-98.63,2000,3,28,19:01:00,3,28,19:10:00,0,0,9
TEXAS,C,Hail,2000-03-29 00:35:00,CST,29-MAR-00 00:35:00,0,0,0,0,116000.0,0.0,,,,,HA,1.75,33.13,-95.6,33.13,-95.6,2000,3,29,00:35:00,3,29,00:35:00,0,0,0
LOUISIANA,C,Thunderstorm Wind,2000-03-29 01:00:00,CST,29-MAR-00 01:00:00,0,0,0,0,100000.0,0.0,,,,,E,52.0,32.48,-93.75,32.48,-93.75,2000,3,29,01:00:00,3,29,01:00:00,0,0,0
FLORIDA,C,Thunderstorm Wind,2000-03-29 16:30:00,CST,29-MAR-00 16:40:00,0,0,0,0,350000.0,0.0,,,,,M,57.0,30.38,-87.27,30.38,-87.27,2000,3,29,16:30:00,3,29,16:40:00,0,0,10
TEXAS,C,Hail,2000-04-01 20:35:00,CST,01-APR-00 20:35:00,0,0,0,0,100000.0,0.0,,,,,HA,2.5,27.55,-99.47,27.55,-99.47,2000,4,1,20:35:00,4,1,20:35:00,0,0,0
TEXAS,C,Hail,2000-04-02 01:50:00,CST,02-APR-00 01:50:00,0,0,0,0,200000.0,0.0,,,,,HA,2.0,30.03,-95.85,30.03,-95.85,2000,4,2,01:50:00,4,2,01:50:00,0,0,0
TEXAS,C,Hail,2000-04-02 02:20:00,CST,02-APR-00 02:20:00,0,0,0,0,100000.0,0.0,,,,,HA,1.75,30.22,-95.75,30.15,-95.45,2000,4,2,02:20:00,4,2,02:20:00,0,0,0
TEXAS,C,Hail,2000-04-02 03:33:00,CST,02-APR-00 03:33:00,0,0,0,0,100000.0,0.0,,,,,HA,1.75,29.93,-95.38,29.93,-95.38,2000,4,2,03:33:00,4,2,03:33:00,0,0,0
GEORGIA,C,Thunderstorm Wind,2000-04-03 02:00:00,EST,03-APR-00 02:00:00,0,0,0,0,250000.0,0.0,3.0,ESE,3.0,ESE,EG,50.0,33.78,-84.53,33.78,-84.53,2000,4,3,02:00:00,4,3,02:00:00,0,0,0
OHIO,C,Thunderstorm Wind,2000-04-03 13:00:00,EST,03-APR-00 13:05:00,0,0,0,0,500000.0,0.0,,,,,E,85.0,38.93,-83.63,38.93,-83.63,2000,4,3,13:00:00,4,3,13:05:00,0,0,5
FLORIDA,C,Thunderstorm Wind,2000-04-03 17:45:00,CST,03-APR-00 17:50:00,4,0,0,0,70000.0,0.0,,,,,E,65.0,30.38,-87.27,30.38,-87.27,2000,4,3,17:45:00,4,3,17:50:00,0,0,5
WASHINGTON,C,Thunderstorm Wind,2000-04-04 15:30:00,PST,04-APR-00 17:00:00,1,0,0,0,80000.0,0.0,,,,,E,60.0,47.65,-117.6,47.73,-117.07,2000,4,4,15:30:00,4,4,17:00:00,0,1,30
ILLINOIS,C,Hail,2000-04-07 14:15:00,CST,07-APR-00 14:15:00,0,0,0,0,200000.0,0.0,2.0,NE,2.0,NE,HA,1.5,38.47,-89.23,38.47,-89.23,2000,4,7,14:15:00,4,7,14:15:00,0,0,0
TEXAS,C,Hail,2000-04-07 20:10:00,CST,07-APR-00 20:20:00,0,0,0,0,100000.0,0.0,,,,,HA,1.0,30.2,-98.08,30.2,-98.08,2000,4,7,20:10:00,4,7,20:20:00,0,0,10
LOUISIANA,C,Thunderstorm Wind,2000-04-12 10:30:00,CST,12-APR-00 10:30:00,0,0,0,0,100000.0,0.0,,,,,M,61.0,30.23,-93.37,30.23,-93.37,2000,4,12,10:30:00,4,12,10:30:00,0,0,0
OKLAHOMA,C,Hail,2000-04-15 17:26:00,CST,15-APR-00 17:26:00,0,0,0,0,2600000.0,0.0,,,,,HA,2.75,34.63,-99.33,34.63,-99.33,2000,4,15,17:26:00,4,15,17:26:00,0,0,0
TEXAS,C,Hail,2000-04-15 20:06:00,CST,15-APR-00 20:06:00,0,0,0,0,150000.0,0.0,,,,,HA,4.0,33.27,-99.0,33.27,-99.0,2000,4,15,20:06:00,4,15,20:06:00,0,0,0
MISSOURI,C,Hail,2000-04-16 14:00:00,CST,16-APR-00 14:00:00,0,0,0,0,500000.0,0.0,,,,,HA,1.5,38.35,-90.98,38.35,-90.98,2000,4,16,14:00:00,4,16,14:00:00,0,0,0
TENNESSEE,C,Hail,2000-04-16 20:40:00,CST,16-APR-00 20:45:00,0,0,0,0,500000.0,0.0,,,,,HA,1.75,36.38,-89.48,36.38,-89.48,2000,4,16,20:40:00,4,16,20:45:00,0,0,5
MISSOURI,C,Thunderstorm Wind,2000-04-20 01:00:00,CST,20-APR-00 01:10:00,0,0,0,0,900000.0,0.0,,,,,E,65.0,37.12,-93.88,37.12,-93.88,2000,4,20,01:00:00,4,20,01:10:00,0,0,10
MISSOURI,C,Thunderstorm Wind,2000-04-20 01:25:00,CST,20-APR-00 01:25:00,0,0,0,0,90000.0,0.0,,,,,E,52.0,37.02,-93.22,37.02,-93.22,2000,4,20,01:25:00,4,20,01:25:00,0,0,0
MISSOURI,C,Thunderstorm Wind,2000-04-20 03:30:00,CST,20-APR-00 03:30:00,0,0,0,0,100000.0,0.0,,,,,E,65.0,38.6,-91.22,38.6,-91.22,2000,4,20,03:30:00,4,20,03:30:00,0,0,0
ILLINOIS,C,Thunderstorm Wind,2000-04-20 04:20:00,CST,20-APR-00 04:40:00,0,0,0,0,200000.0,0.0,,,,,E,74.0,39.95,-90.22,39.95,-90.22,2000,4,20,04:20:00,4,20,04:40:00,0,0,20
ILLINOIS,C,Thunderstorm Wind,2000-04-20 04:55:00,CST,20-APR-00 05:20:00,1,0,0,0,750000.0,0.0,,,,,M,54.0,40.3,-89.6,40.27,-89.23,2000,4,20,04:55:00,4,20,05:20:00,0,0,25
ILLINOIS,C,Thunderstorm Wind,2000-04-20 04:59:00,CST,20-APR-00 05:24:00,0,0,0,0,600000.0,0.0,,,,,M,64.0,40.53,-89.62,40.53,-89.62,2000,4,20,04:59:00,4,20,05:24:00,0,0,25
ILLINOIS,C,Thunderstorm Wind,2000-04-20 05:18:00,CST,20-APR-00 05:45:00,0,0,0,0,1100000.0,0.0,,,,,M,52.0,40.53,-88.88,40.53,-88.88,2000,4,20,05:18:00,4,20,05:45:00,0,0,27
ILLINOIS,C,Thunderstorm Wind,2000-04-20 05:24:00,CST,20-APR-00 05:45:00,0,0,0,0,300000.0,0.0,,,,,M,59.0,40.78,-89.23,40.78,-89.23,2000,4,20,05:24:00,4,20,05:45:00,0,0,21
INDIANA,C,Thunderstorm Wind,2000-04-20 12:55:00,EST,20-APR-00 12:57:00,0,0,0,0,100000.0,0.0,7.0,NW,7.0,NW,E,60.0,39.53,-87.5,39.53,-87.5,2000,4,20,12:55:00,4,20,12:57:00,0,0,2
INDIANA,C,Thunderstorm Wind,2000-04-20 14:34:00,EST,20-APR-00 14:40:00,0,0,0,0,200000.0,0.0,,,,,E,60.0,39.17,-86.52,39.17,-86.52,2000,4,20,14:34:00,4,20,14:40:00,0,0,6
INDIANA,C,Thunderstorm Wind,2000-04-20 15:11:00,EST,20-APR-00 15:22:00,0,0,0,0,500000.0,0.0,,,,,E,70.0,39.35,-86.08,39.37,-86.08,2000,4,20,15:11:00,4,20,15:22:00,0,0,11
OHIO,C,Thunderstorm Wind,2000-04-20 17:20:00,EST,20-APR-00 17:35:00,0,0,0,0,200000.0,0.0,,,,,M,61.0,39.75,-84.18,39.83,-84.13,2000,4,20,17:20:00,4,20,17:35:00,0,0,15
OHIO,C,Thunderstorm Wind,2000-04-20 17:30:00,EST,20-APR-00 17:45:00,0,0,0,0,75000.0,0.0,,,,,E,60.0,40.13,-83.77,40.13,-83.77,2000,4,20,17:30:00,4,20,17:45:00,0,0,15
KENTUCKY,C,Thunderstorm Wind,2000-04-20 17:50:00,EST,20-APR-00 17:50:00,1,0,0,0,120000.0,0.0,,,,,E,70.0,37.75,-85.17,37.75,-85.17,2000,4,20,17:50:00,4,20,17:50:00,0,0,0
TEXAS,C,Thunderstorm Wind,2000-04-24 21:30:00,CST,24-APR-00 21:30:00,0,0,0,0,150000.0,0.0,2.0,W,2.0,W,E,57.0,35.52,-100.47,35.52,-100.47,2000,4,24,21:30:00,4,24,21:30:00,0,0,0
TEXAS,C,Hail,2000-04-29 20:23:00,CST,29-APR-00 20:23:00,0,0,0,0,250000.0,0.0,,,,,HA,3.0,32.95,-99.78,32.95,-99.78,2000,4,29,20:23:00,4,29,20:23:00,0,0,0
OKLAHOMA,C,Thunderstorm Wind,2000-04-30 14:03:00,CST,30-APR-00 14:03:00,0,0,0,0,350000.0,0.0,,,,,E,61.0,35.53,-97.97,35.53,-97.97,2000,4,30,14:03:00,4,30,14:03:00,0,0,0
TEXAS,C,Hail,2000-04-30 16:15:00,CST,30-APR-00 16:15:00,0,0,0,0,150000.0,0.0,,,,,HA,1.75,32.97,-102.85,32.97,-102.85,2000,4,30,16:15:00,4,30,16:15:00,0,0,0
TEXAS,C,Hail,2000-04-30 16:37:00,CST,30-APR-00 16:37:00,0,0,0,0,500000.0,0.0,,,,,HA,1.75,32.93,-102.55,32.93,-102.55,2000,4,30,16:37:00,4,30,16:37:00,0,0,0
TEXAS,C,Hail,2000-05-01 20:15:00,CST,01-MAY-00 20:20:00,0,0,0,0,80000.0,150000.0,,,,,HA,1.0,30.57,-97.42,30.57,-97.42,2000,5,1,20:15:00,5,1,20:20:00,0,0,5
TEXAS,C,Hail,2000-05-02 01:10:00,CST,02-MAY-00 01:20:00,0,0,0,0,10000000.0,0.0,,,4.0,E,HA,2.75,30.32,-95.45,30.32,-95.38,2000,5,2,01:10:00,5,2,01:20:00,0,0,10
TEXAS,C,Thunderstorm Wind,2000-05-02 19:20:00,CST,02-MAY-00 19:35:00,0,0,0,0,5000000.0,0.0,,,,,E,100.0,26.1,-97.3,26.1,-97.3,2000,5,2,19:20:00,5,2,19:35:00,0,0,15
TEXAS,C,Thunderstorm Wind,2000-05-03 13:10:00,CST,03-MAY-00 13:10:00,0,0,0,0,60000.0,0.0,5.0,NW,5.0,NW,E,65.0,32.63,-95.28,32.63,-95.28,2000,5,3,13:10:00,5,3,13:10:00,0,0,0
TEXAS,C,Hail,2000-05-03 18:36:00,CST,03-MAY-00 18:36:00,0,0,0,0,75000.0,0.0,,,,,HA,3.0,32.4,-96.85,32.4,-96.85,2000,5,3,18:36:00,5,3,18:36:00,0,0,0
TEXAS,C,Hail,2000-05-03 23:15:00,CST,03-MAY-00 23:15:00,0,0,0,0,8000000.0,0.0,,,,,HA,2.5,32.58,-94.33,32.58,-94.33,2000,5,3,23:15:00,5,3,23:15:00,0,0,0
OKLAHOMA,C,Hail,2000-05-05 20:08:00,CST,05-MAY-00 20:08:00,0,0,0,0,1000000.0,0.0,,,,,HA,2.75,36.15,-95.95,36.15,-95.95,2000,5,5,20:08:00,5,5,20:08:00,0,0,0
OKLAHOMA,C,Hail,2000-05-06 03:06:00,CST,06-MAY-00 03:06:00,0,0,0,0,500000.0,0.0,,,,,HA,2.5,36.15,-95.95,36.15,-95.95,2000,5,6,03:06:00,5,6,03:06:00,0,0,0
WYOMING,C,Hail,2000-05-06 19:16:00,MST,06-MAY-00 19:20:00,0,0,0,0,100000.0,0.0,,,,,HA,4.5,42.13,-104.35,42.13,-104.35,2000,5,6,19:16:00,5,6,19:20:00,0,0,4
ILLINOIS,C,Thunderstorm Wind,2000-05-07 01:30:00,CST,07-MAY-00 01:30:00,0,0,0,0,150000.0,0.0,4.0,SE,6.0,SE,E,55.0,38.25,-89.95,38.23,-89.92,2000,5,7,01:30:00,5,7,01:30:00,0,0,0
NEBRASKA,C,Hail,2000-05-07 14:30:00,MST,07-MAY-00 14:35:00,1,0,0,0,5000000.0,0.0,,,,,HA,1.75,41.23,-103.67,41.23,-103.67,2000,5,7,14:30:00,5,7,14:35:00,0,0,5
NEBRASKA,C,Hail,2000-05-07 17:15:00,MST,07-MAY-00 17:15:00,0,0,0,0,100000.0,0.0,,,,,HA,1.75,41.1,-102.47,41.1,-102.47,2000,5,7,17:15:00,5,7,17:15:00,0,0,0
IOWA,C,Thunderstorm Wind,2000-05-08 04:45:00,CST,08-MAY-00 04:45:00,1,0,0,0,150000.0,0.0,,,,,E,65.0,41.75,-92.73,41.75,-92.73,2000,5,8,04:45:00,5,8,04:45:00,0,0,0
WISCONSIN,C,Thunderstorm Wind,2000-05-08 07:13:00,CST,08-MAY-00 07:25:00,0,0,0,0,75000.0,0.0,2.0,W,,,E,70.0,42.6,-89.67,42.7,-89.43,2000,5,8,07:13:00,5,8,07:25:00,0,0,12
OKLAHOMA,C,Hail,2000-05-08 22:28:00,CST,08-MAY-00 22:37:00,0,0,0,0,2000000.0,0.0,,,,,HA,4.5,36.75,-96.0,36.75,-96.0,2000,5,8,22:28:00,5,8,22:37:00,0,0,9
ARKANSAS,C,Thunderstorm Wind,2000-05-09 14:35:00,CST,09-MAY-00 14:40:00,0,0,0,0,250000.0,0.0,,,,,M,57.0,36.07,-90.95,36.07,-90.95,2000,5,9,14:35:00,5,9,14:40:00,0,0,5
MICHIGAN,C,Thunderstorm Wind,2000-05-09 17:52:00,EST,09-MAY-00 18:08:00,0,0,0,0,100000.0,0.0,,,,,E,53.0,42.25,-85.0,42.25,-85.0,2000,5,9,17:52:00,5,9,18:08:00,0,0,16
MICHIGAN,C,Thunderstorm Wind,2000-05-09 18:46:00,EST,09-MAY-00 19:00:00,3,0,0,0,960000.0,0.0,,,,,E,70.0,41.9,-84.03,41.83,-83.87,2000,5,9,18:46:00,5,9,19:00:00,0,0,14
MICHIGAN,C,Thunderstorm Wind,2000-05-09 19:00:00,EST,09-MAY-00 19:05:00,0,0,0,0,125000.0,0.0,,,,,E,74.0,42.0,-83.93,42.07,-83.97,2000,5,9,19:00:00,5,9,19:05:00,0,0,5
OHIO,C,Thunderstorm Wind,2000-05-09 19:00:00,EST,09-MAY-00 19:45:00,2,0,0,0,400000.0,0.0,,,,,M,51.0,41.63,-83.65,41.63,-83.65,2000,5,9,19:00:00,5,9,19:45:00,0,0,45
